Fahrenheit,Celsius
83.34816764,27.57650201
56.81206444,14.10825335
-67.18168459,-56.07420657
-88.33594677,-66.7186927
-7.860809274,-21.35627829
-59.42537312,-50.52310907
94.55985277,35.00120425
-87.80464812,-67.45951744
92.86428982,34.05277897
-59.01540028,-50.13604992
23.84524994,-3.993077787
73.66399357,24.11697623
40.50726097,5.412828056
-87.99937499,-66.582731
96.23996861,36.55503509
99.99254006,37.03521274
-68.10794774,-56.50292065
-93.00079377,-70.3247868
56.4803692,12.6656922
-70.76205228,-56.3906232
-62.67548868,-51.67820722
-91.30760904,-67.98331525
-20.73158777,-28.71854006
-17.16543227,-27.19761279
41.3445039,5.637614577
6.222131622,-13.41366542
55.91948109,12.58247834
-70.38985569,-56.61128326
-37.98556865,-38.07467615
-73.75551674,-58.32034251
79.93518852,26.07910462
75.685292,23.63996416
54.17469555,11.45882893
-87.40000703,-65.39973161
28.92887207,-0.876513236
70.60569686,20.91354376
-61.16193527,-52.50314292
47.17129856,8.468280214
17.97188879,-8.126288085
-45.36760248,-42.13948289
-96.02557032,-70.34225908
-74.75633538,-58.70596149
-31.03049493,-35.76070827
53.41150595,11.40087274
-69.56127831,-55.5602772
80.59321801,26.93492814
29.58883981,-1.233312907
5.703359758,-14.63706599
9.576610286,-12.33215472
26.41734506,-3.912582902
-76.42482382,-59.24761763
-72.80736051,-58.98244298
-57.35757023,-49.27372547
-85.09386876,-65.66100893
97.46478634,35.48149382
-57.64332066,-50.65235426
0.63524709,-16.93054318
-62.67696193,-52.99571357
0.700552418,-18.23537381
-78.82371282,-62.14883968
-22.62613304,-30.91484941
-59.30857367,-49.96995504
3.483019757,-16.74627878
29.0412523,-2.450899431
71.15105495,21.79590296
79.29477867,26.7453228
-16.31066256,-27.02026222
-48.07039298,-45.06351956
-66.65168887,-53.89710983
1.887984999,-17.16024067
-30.37635815,-33.86430095
4.180062025,-16.29746837
70.60485307,20.57819946
-76.7019358,-60.97093558
84.78721869,28.34181661
73.09118067,23.4223462
-29.18790701,-34.70270266
7.04517661,-13.44409373
40.17655975,3.768171413
94.90571784,33.98974472
-5.809077839,-21.32703226
59.99045883,15.49714981
-62.5748186,-52.12496455
-5.416806033,-21.45326479
-88.84151946,-67.29747334
84.22824268,28.29536197
79.98303131,25.73280788
42.93347795,5.487608951
27.63601816,-2.995456825
13.22081491,-9.962979569
81.31606047,27.12060776
-91.45770248,-68.64697247
86.55711374,30.0833065
66.2438868,18.78228033
61.30500045,16.68362891
-49.34681403,-45.01634107
95.11477198,34.43069616
-97.98201123,-71.45082219
92.53586791,33.59407289
61.51599762,15.49294086
85.64958201,29.25465006
1.293168133,-17.57328159
10.28305834,-11.99948695
56.6650207,13.6730484
-29.56164876,-35.10726098
88.38860682,31.02971018
51.93398041,10.75187704
-48.75350725,-45.10031066
-68.24136182,-54.90982733
-38.15275224,-38.96681635
40.27668307,3.968124217
-6.580885501,-21.58463711
90.63536462,31.64023914
69.13305879,21.19741318
-90.83304776,-67.27512066
75.50524869,23.91125884
-48.38820861,-43.99022986
13.13902966,-10.81132514
-58.86830506,-50.1373785
-95.50394886,-70.81730283
-25.07554395,-31.14361962
4.902208689,-14.30624104
-7.862156899,-23.03347701
41.92770311,5.864587846
11.77504346,-12.15508106
-98.03253701,-72.34707953
-34.76483045,-37.65738228
-6.72971952,-21.27714047
7.033810174,-12.99607176
72.85126099,23.32735632
-8.708611763,-23.17630892
94.39658624,35.41494786
31.07310071,-1.435455977
75.22545083,24.71893958
61.93735689,16.02811888
59.38166229,14.83885788
-23.05990853,-29.71087936
-19.79231571,-29.43739918
-79.50529518,-61.70139107
36.70132013,2.402084032
67.87449685,20.55926106
-12.43169897,-24.8595866
36.01918519,3.04814308
26.18274845,-3.140891656
12.76467489,-10.29411315
66.91780932,19.20425359
-78.40145368,-60.88933759
-66.50567432,-54.99281481
10.73313243,-11.94432039
38.87072091,4.186582233
80.07177435,25.83151465
93.66467447,33.88303967
-30.55819031,-34.86056134
74.77731159,24.50322661
60.98907331,17.0976528
84.7926196,30.18292605
-96.00350019,-70.96426853
44.20848547,7.428672634
-25.40041046,-31.21774813
3.030882884,-16.71208878
62.03888709,15.70186337
94.71736301,35.81771291
-98.48660756,-73.30957982
-89.10233513,-67.73466587
84.74760485,28.83034126
26.63278004,-3.155642444
3.202684782,-16.85227717
70.93967983,21.78252505
-16.19749852,-25.93893708
38.42177808,4.520100892
-26.75090906,-33.41908535
10.15032383,-12.8029464
85.04959056,29.18974444
-69.02913704,-56.95331833
-70.76934227,-57.87849869
61.13955738,16.60074457
97.9387888,37.29587278
-5.342538824,-21.55380684
22.12070705,-5.989198386
-72.72431613,-58.77951213
-68.08962607,-55.13034212
-97.50467459,-72.31740605
-24.2313242,-30.73809839
-75.42039538,-59.5782098
86.3164769,30.41820551
69.88205512,20.3742302
-22.17499877,-29.73507057
37.30761556,3.153414028
25.44228281,-2.70433359
-93.1984916,-70.40143976
-55.28177307,-49.38323987
9.149138597,-13.30188174
27.84491216,-2.529123164
24.56920999,-4.301716186
92.74087073,34.13440795
-33.57302537,-36.16556186
-75.05138575,-60.27924641
-33.69942752,-37.34372476
-86.1491953,-66.11807001
-54.56665827,-47.45114951
66.1380915,19.65876038
-64.01560344,-52.73344924
-34.20211899,-37.64148355
-40.45932885,-39.42896396
-94.90711427,-70.01528497
23.19231673,-5.60208911
22.28798208,-5.15789485
-13.80388427,-25.02122493
25.8658618,-3.709379677
31.32194294,-1.106702745
-35.30811671,-37.70125258
-92.95222242,-69.25012092
-94.64086224,-70.84971287
50.61930544,10.54605908
-39.74656887,-40.56880184
71.87674326,22.1964407
-68.47480262,-56.78136617
93.47810552,35.0772461
-52.21122647,-47.31247004
-89.03353055,-67.42262999
86.53832677,29.38753627
-56.73836108,-49.34486213
-99.73709802,-72.65008554
-42.12506528,-41.72743425
42.65309493,4.963333169
4.272357602,-14.46522375
3.739492952,-14.96131279
-98.428294,-71.97453296
-7.480059696,-22.78408951
-49.64119713,-45.54181929
-32.56806898,-35.29067109
26.824177,-3.092664592
-3.335911054,-19.52483565
78.05405109,26.18467957
-46.87767918,-43.67826716
3.562874271,-16.55485511
48.9390403,8.729857658
48.24415225,9.733139925
26.41427795,-2.764151268
98.8525779,36.92119474
-25.57451068,-31.01828255
-4.597830215,-20.40100173
11.14813568,-11.15328199
-33.39381655,-36.91968956
53.16708849,12.40035742
-12.15583308,-25.47826109
-18.80776398,-28.76567004
-60.61768368,-51.00445037
42.08106255,5.134934718
-63.39139928,-53.92171326
-52.03981695,-45.73004547
-90.1283213,-68.55569551
74.91894834,24.2002701
-21.78260785,-29.42894602
73.47296513,23.73085125
-12.41496777,-25.64414199
-48.16296809,-44.5595682
89.72541516,31.93189145
-4.099700913,-20.10315485
-27.72799704,-33.60830041
-1.929979937,-18.97100208
-75.21181631,-59.91136058
-99.52900868,-72.72701433
72.43186485,22.60572227
-72.29085016,-58.63387449
-46.03659207,-44.0024305
42.12752872,4.713401985
93.53003597,34.48658151
-14.50552331,-26.76372616
25.44119315,-4.588951464
-51.28084922,-45.93060602
46.06910156,8.10880978
54.21845628,11.85519017
-81.68067093,-62.19835481
91.27359319,33.8969749
70.86056063,21.07798944
-4.387268864,-20.78888288
97.36462451,36.61393512
-63.28862196,-52.06338074
-62.91296078,-53.26900768
-68.56554871,-55.26134255
79.63988042,27.09012437
-61.9037964,-52.72650446
-46.26380624,-42.91335007
-2.629787804,-19.67237631
58.13129108,15.17426099
-5.930538811,-20.78631673
-83.94540176,-64.76028015
74.07573075,24.23592347
-30.95459723,-35.54599932
72.73553031,22.62967404
-81.94745813,-63.39423325
21.49848784,-6.778520945
-67.22445648,-54.4285202
-46.99958941,-43.4751712
-3.741215813,-20.32003841
-79.37152092,-61.04044425
-58.42072486,-49.79547298
-43.41273963,-42.51010885
54.06019746,12.03055216
9.616557977,-11.78898179
-35.21343025,-37.05518546
44.17956799,6.589635929
1.50703145,-16.31024572
-6.576344385,-20.5147489
61.07001409,15.32832176
-15.285605,-26.42548555
6.098551317,-15.30431064
-88.88852868,-66.34233194
23.86125448,-4.018750802
10.12607439,-11.39441875
-12.50112699,-24.9290594
43.34085667,5.757993516
32.76870523,0.101753836
-14.55233757,-26.5365561
-87.54247444,-65.86692563
86.8359435,30.37921259
97.62268655,35.98201853
12.24253266,-10.33485763
24.296746,-3.58428751
12.10588826,-11.84047639
69.67223006,21.11283033
78.99351072,25.95549629
-75.54619498,-60.53438208
-9.409794687,-22.39120147
14.1043095,-9.034478639
-96.16909046,-71.3293508
91.42315476,32.40395295
-73.92036672,-58.16922066
-99.83277469,-73.84144136
45.52861723,6.548032762
62.85161702,16.60134459
66.86918385,18.79933327
33.3451278,1.181672722
45.78799433,8.475975496
-58.03313155,-50.51423267
81.14042255,27.00150248
59.04577642,15.84523995
-20.34520375,-29.78361653
-38.08793626,-39.20371088
-65.64325288,-55.07007722
-48.13142183,-43.64210786
-80.18690771,-62.94650486
-38.556968,-38.63158652
-59.69705009,-51.59847567
82.90238343,27.51142991
-21.13000449,-29.13691545
-90.9449505,-67.62078752
93.32642497,34.11905966
-8.585357656,-22.54666223
-67.48877357,-56.21340733
-61.24582136,-51.7461785
-49.88333815,-44.57036545
-69.00433125,-55.27184361
-87.43077573,-66.73845713
25.29521728,-4.678455455
45.01137188,7.336236084
64.73096101,18.08429821
37.69729119,2.52612007
43.20884721,6.481913662
55.62501439,13.84291884
27.15248596,-3.397827058
-18.19135121,-26.99544396
38.43267155,3.27081392
53.9471212,11.33732282
-36.58672754,-38.2437838
19.86933365,-6.949674009
-45.49134192,-42.18420758
-12.70110336,-24.94986395
83.83082029,28.91705137
72.47156225,23.25592599
62.45078428,16.70169568
75.39318271,23.39544104
39.29698844,3.12073358
8.301690718,-12.51747644
-41.33557545,-40.18146702
-70.95060506,-56.3715148
-51.48962572,-46.85854283
99.20313065,37.9109794
57.15182789,14.64605886
21.88419756,-6.026409623
-75.58938905,-58.92566326
-47.02985561,-44.04180144
5.839796703,-14.02404687
23.32147283,-4.608781359
13.66155759,-9.729851515
67.95504974,19.85987659
-57.74099171,-49.11745728
-47.01306767,-43.90468465
-51.81195018,-46.85847237
16.85071525,-8.792297757
48.74462665,10.19890498
20.43442714,-5.493223825
-27.07282038,-31.95816745
63.02512581,17.66797036
86.04763497,30.32034582
56.35628345,13.70510236
-95.65280209,-71.1882429
94.87423123,34.44581857
89.56822732,31.63352612
54.05736192,11.58537543
91.98720876,34.14071482
72.07030441,21.57093959
-34.11286792,-35.80698541
59.98265996,15.02226559
73.39624726,23.4399527
16.15588705,-8.645843491
98.86643965,37.48397337
-61.92312944,-51.68207054
-76.87960527,-60.84893774
74.80858423,24.00200748
16.28306561,-9.012510429
56.88239781,14.11368071
-27.65490721,-32.90040833
-76.07252719,-60.98094123
77.74765897,25.45481929
-64.94858128,-53.71935358
77.29835102,25.98650698
-3.549570286,-20.22057883
47.45359724,8.200971693
84.91017883,28.99537362
-7.034533595,-21.24356525
17.03358159,-9.101551408
12.71093708,-11.53033434
-67.93915528,-54.53927606
52.2866745,10.78174447
-64.47932818,-54.58314581
-44.08264145,-41.97617274
-32.68646529,-35.13820621
-71.79486334,-58.15792202
17.6752255,-7.159731359
-96.78643881,-72.07206107
-52.49658013,-46.57979129
-51.50486431,-47.29085505
40.89135602,5.725273161
75.45747706,24.10225337
-47.75688196,-43.93846381
38.04837119,2.582531837
87.06248898,29.66252413
-63.98541679,-52.99116298
-37.88459008,-38.36599462
-26.50428446,-31.54094755
12.38579825,-11.17770244
-71.12473833,-57.52954926
-15.71822543,-27.29696176
-22.45552579,-30.31764861
-97.81417027,-72.49697799
71.76422543,21.3274633
-32.36558687,-35.14634459
-9.412667561,-23.77900055
99.34402947,38.2864105
49.42316836,10.5772292
-4.839292153,-20.27295711
-81.64121727,-62.2698572
83.3668318,29.37339473
66.22284071,19.03684769
-83.11308498,-64.00106093
19.17779683,-7.441874727
-53.52046649,-47.48663809
-62.97966798,-53.73506244
5.81093532,-13.92159134
70.62456775,21.84823665
91.60873608,32.13712321
44.44841201,7.847387775
-25.22461623,-31.21478155
93.53733721,33.46111485
-82.37341281,-63.27394844
-32.20803129,-35.9058324
63.09245765,17.41928061
39.90710836,5.278524176
-45.52171234,-42.32298192
-9.744100029,-23.71848394
84.92120662,28.51893829
64.99734945,18.64710321
94.59735472,34.66199905
-54.67605072,-47.32358185
-80.67720522,-62.26819221
62.43685066,16.00520211
94.43248628,34.92545103
-57.56387378,-49.72122453
-16.21531134,-26.28878567
-18.75401232,-28.50267583
-42.84139619,-40.94271075
22.6307115,-4.233097239
18.51052952,-6.781685413
70.66200817,21.07227376
25.26616763,-2.992383111
16.55683399,-7.597493427
-75.774422,-60.831157
44.64538319,6.376278008
8.755803153,-13.13172896
-32.20253996,-35.86239915
-46.04112538,-42.57959727
-90.84898083,-68.20179616
-46.92116706,-43.31772543
-91.29227222,-69.04190568
39.24346769,4.374566406
86.42538642,29.25272278
-35.53860535,-36.81380031
-49.30645399,-45.22032932
-91.35765458,-68.40088863
-72.42222593,-57.03257789
53.2968236,12.71515942
-60.20645977,-51.16676792
-29.66368203,-35.23542267
-84.17540098,-65.46400711
48.06813418,9.781176436
-65.75671493,-54.33576691
41.93360777,5.916685966
-40.87220288,-41.12440073
-66.52272213,-55.66878773
47.19977158,7.978940968
-91.24719968,-68.96918269
46.0566285,7.186047445
13.13283112,-9.760630611
3.512413848,-16.62877065
85.59395838,30.61161439
-25.46283428,-31.67502874
60.13048002,15.42960681
50.09245715,10.32968713
-86.60648511,-66.07662465
29.57861575,-2.166256487
-80.84952743,-62.24251315
64.44873817,17.73275818
21.67255459,-5.763859167
-31.51086813,-34.32095471
83.41123613,28.86913014
-48.23483797,-43.6560239
-19.62171142,-28.41678341
-21.04310678,-29.77288743
-5.025592381,-20.18537827
33.85655704,1.559470578
-50.09188152,-44.95581363
85.40932704,30.28662341
-99.35244366,-73.43118492
-16.18144441,-25.89464981
15.19144048,-8.572048406
33.55757168,1.698551727
36.32699784,2.065596945
-29.0744249,-34.3181299
-79.4247148,-62.59163542
-22.90185458,-30.11388676
95.08885097,35.71606152
-23.37123806,-29.82468668
-6.08364056,-21.7384232
12.85734936,-10.29809069
54.94455553,11.76980046
-67.91124483,-55.07556335
-70.79397741,-57.38622626
4.451074122,-15.4358067
-85.93606852,-66.26249051
-6.883361133,-21.29025304
36.56320675,2.259926402
41.16750921,4.717530255
6.582209428,-14.39589063
75.45220159,24.45091887
-49.47170396,-45.5601721
86.84139523,30.66244298
35.19710791,2.227591573
21.99673336,-5.119873436
76.24738732,25.43923653
24.96566625,-4.217033935
-5.020505598,-21.46348805
66.14574013,19.53232387
64.20946048,17.91116763
-46.61255854,-43.6876117
45.86236422,7.77976648
-83.88877267,-64.55873665
-33.06786505,-36.87552047
51.70916477,10.87981568
60.52169394,15.41781824
25.63742157,-3.31203435
92.63021257,34.34198451
44.41678686,6.541381784
7.292994969,-13.63061564
98.19661019,37.0838639
-64.86650327,-54.62539697
-55.48761542,-48.8587549
16.34272337,-8.765768747
76.47605302,23.95613462
-58.83266411,-50.84669466
-20.47401722,-29.02258964
-39.06109138,-39.4470031
-29.77435602,-33.42446995
99.19382565,36.6149278
64.35706393,18.64094496
79.72082086,26.9847669
-10.74994904,-24.7492118
86.55040107,30.58405701
82.23401973,28.72608195
-82.53730784,-64.49327474
29.48541044,-1.796514458
34.23088966,0.265548975
3.235900053,-15.63425035
87.87227427,31.8468271
88.41584749,31.41459741
54.90362974,13.60401391
50.30534655,9.289305198
-93.67669336,-69.18631418
-1.343597257,-18.11740625
89.6815614,32.91181405
-24.40577223,-31.11272771
-40.17193726,-39.64926067
9.056948493,-13.51608378
27.09852972,-1.729762912
-44.57940603,-42.7582588
-58.37788951,-49.95858037
12.47479194,-10.05880474
64.57955977,17.22810699
-30.69788656,-35.62746956
-79.03298729,-61.80615731
-23.82864646,-30.86673493
-74.29551777,-58.62050132
-53.27196278,-47.54783848
-63.97873077,-53.98121325
-75.00782533,-59.51907761
74.58503158,23.92834252
-9.688139051,-22.66872918
-83.03787233,-63.53699868
-85.44492066,-65.84429879
55.29885378,13.38197957
53.67880174,11.73744119
-79.32643166,-61.14488957
-47.34139317,-44.9162627
-69.37817522,-56.87286812
44.22942753,6.70135921
-46.44136974,-43.08567974
-9.761608019,-23.05292253
-50.39062751,-45.14344728
67.63300814,20.00866401
-22.56291316,-30.30509728
79.19306606,26.70648105
49.49961166,9.102708611
-98.71403317,-72.04116681
-86.59328993,-65.35515329
62.73688806,17.71941843
71.50675725,21.25124503
-6.446699453,-21.38177861
0.521125086,-18.29448937
-32.97421871,-36.89455738
22.40399107,-5.447399201
-79.40506114,-61.04989342
62.02624748,17.42390847
-20.9058036,-30.05772007
91.18365636,33.60891188
8.163538212,-12.35696719
75.71373994,23.8367589
34.9478608,1.989076817
51.93413398,10.89225707
-5.464770958,-21.15569387
25.98991468,-4.280926152
8.308531584,-14.07338848
-65.86321729,-54.97861018
7.954658691,-14.09436071
80.56902062,26.25364378
60.74750038,15.35513969
-23.50356373,-30.48684403
76.67028886,24.21582629
93.39655632,33.44984521
-90.62925174,-68.24182677
-57.08046345,-49.19284553
36.64053391,2.731576136
-74.79405187,-60.32015999
-97.1920877,-72.608391
-14.65251618,-25.31879704
81.70823315,28.29604117
30.7668793,0.10780951
88.40345749,32.16307834
-57.94501017,-50.37737569
-64.14791819,-54.34186167
-77.18883203,-60.4748898
20.01998883,-7.063686654
14.69739769,-9.889093853
37.67935642,2.908838032
-23.37700535,-30.32683093
24.48643876,-3.544929787
32.5370297,-0.395802312
63.96921037,17.03505482
-95.00431746,-70.29949149
-39.06213146,-38.93901227
34.8138271,1.528084066
-88.09891619,-66.24596881
-79.41181594,-61.35643527
61.06066453,16.72170664
-3.834830886,-19.02895508
64.28619872,16.96386451
-86.50877604,-64.92809608
-31.21794635,-34.80894158
4.63104328,-14.44469475
-18.93943056,-29.07144325
-30.98984466,-35.79222095
-1.956416086,-19.42518596
65.40601832,18.60448365
-81.7360921,-63.88448702
26.29828601,-2.451598046
-37.46119214,-38.04017481
-25.84920319,-31.36347673
39.51833698,3.316895042
-28.30532782,-33.25491494
-75.96489932,-59.69218795
72.46208501,22.97810626
67.06260393,20.39950416
76.19791613,23.9348011
23.47494759,-4.189067059
55.36118675,12.51326707
-33.37531363,-36.84529084
-81.32243335,-62.78744935
-19.44330393,-29.0234882
62.35798912,16.83140823
-15.05266093,-26.9404776
-2.554309498,-19.39596926
-0.205073035,-17.10115895
-18.66854971,-28.25385534
-95.81068965,-70.2238618
-90.19381337,-67.29494088
48.85214488,9.741176866
-57.78354986,-50.16756771
-57.13867283,-50.35470637
-89.03610173,-67.40519378
-44.71559957,-42.23253763
14.50262231,-9.236905123
86.98885157,30.51138969
42.59721112,6.846081711
-8.625734585,-22.47168938
99.18070137,36.7625045
73.87873053,23.88075678
59.78694698,14.92060905
-1.000742256,-18.90554372
66.44561725,18.47276941
-35.24112023,-36.75086763
-77.23708265,-59.79975251
46.14698008,8.194551212
-25.30601465,-32.45767704
4.770471186,-15.64534414
-24.02074898,-30.47853113
-5.911102439,-21.83006944
70.86178029,21.8956061
96.63263405,35.88171245
59.00767313,15.57855912
-71.49532704,-57.91206091
24.5888188,-4.333490857
-7.903043178,-21.8093743
99.11719595,37.89438601
-45.49109801,-43.78024316
50.15203189,9.803044827
83.32868685,28.13973277
-45.94626886,-42.78218915
14.492832,-10.33482893
11.66221782,-11.69499283
-93.71486203,-69.34461425
-60.55644715,-51.77197651
-44.67694211,-43.31237074
42.39753488,6.233798381
5.130918963,-14.86005025
-62.23088591,-52.44136849
91.95386922,32.96950534
-90.83262898,-67.71404066
-0.26543692,-17.20319251
65.68115501,18.39224122
-65.10214153,-53.18310015
-37.54122807,-39.4308405
85.82513908,30.22350282
-23.99198949,-31.57285176
32.69355932,-0.61368108
-80.88878261,-62.53811895
96.00487725,35.94697623
18.97925189,-8.191467195
-68.20169381,-56.46646109
35.25263723,1.061792248
-67.48594114,-54.46069699
-23.25342026,-31.56033314
9.582964533,-12.58868969
-26.91529542,-32.53035447
30.4035581,-1.053815582
89.08064995,32.04831629
-45.37142736,-43.57660059
39.76990577,4.276733384
36.91563321,2.229227763
-27.83001278,-32.32656726
91.14200193,32.00450869
-26.4746412,-33.33828838
-71.78949065,-57.81333221
-31.19734559,-34.47557698
77.32336599,26.02054509
-3.905296982,-20.79673883
13.97022,-10.28755625
-7.23855903,-21.06293544
-88.50931534,-66.64565849
2.522589325,-15.84864205
55.94368606,13.93503696
12.12304877,-10.91982857
-91.83689715,-68.94072741
-44.35482728,-42.21703602
65.40218376,18.49962846
94.97652518,34.90085074
36.77890473,3.202041228
31.90317186,0.781064508
-51.48828262,-46.28528421
17.70529948,-8.557084061
36.95707816,2.412534251
22.18558844,-4.899604849
8.273765228,-14.14648524
28.23389974,-2.129465458
-3.426217039,-19.60151447
-29.01148143,-34.28057706
11.1212461,-11.50465644
-24.34203449,-31.57257172
51.34789555,10.22250335
44.26216791,7.729788771
24.20205182,-3.859592168
-32.46637192,-36.54839434
73.74966425,22.79035237
-55.11993169,-47.68566987
91.58901928,32.2292303
51.79154686,10.31132953
54.21934383,12.7962646
76.22209948,25.24341015
65.61625591,18.56621313
1.65828782,-16.75142561
80.43240308,26.21340161
58.51003263,14.9193897
0.706044812,-17.93366993
-74.98850605,-60.1123596
41.38355689,6.202998628
34.07682541,1.862231176
84.66077842,29.17801745
12.29890155,-11.47757487
-92.90466351,-69.70955765
27.23915516,-2.231250647
-45.33938611,-43.90072746
94.23876038,35.00238251
62.53364071,17.4320299
75.35364465,24.56554367
4.262337288,-15.02455408
-67.56555212,-54.46017865
40.66628446,5.206644566
-45.39544921,-42.41500809
4.888623436,-14.44960452
-67.30788514,-55.15740912
-81.14352459,-63.73018271
-38.15335622,-39.4105285
32.38869177,0.529063331
-56.41717241,-48.3414613
10.10626704,-12.124778
85.74398848,30.70991045
78.84832364,25.74526233
-85.94082622,-65.72200929
99.45410869,38.38593221
-26.81461097,-32.12392269
-30.92111442,-35.12593304
49.41133469,10.47203327
-69.30557147,-55.75568064
-53.4582551,-47.21686473
-48.40343876,-45.06630204
-30.99447314,-34.16115273
9.641905485,-13.26979518
-73.85704183,-58.4076707
-20.9420855,-28.60532164
66.36219665,18.33572463
29.79325788,-0.790712665
-27.33812208,-33.85161287
10.74863107,-11.4271032
-87.87396308,-67.35881009
91.46725983,32.82555287
-30.8131033,-35.08815157
15.75303723,-8.469979024
46.1332352,8.407804676
-43.76793115,-41.68766328
5.009838991,-14.11141388
-52.03693194,-45.9340205
68.6526761,19.84235457
84.26957725,29.79983163
35.27936401,0.864938279
-14.93759544,-25.46447891
-1.597308573,-19.52759003
13.80529486,-9.347136339
-44.99864569,-42.92321012
-93.43573853,-70.27499344
18.54255092,-8.116597411
-50.61506737,-46.0620603
5.744344187,-13.97179756
33.97210999,1.752355678
67.93963905,19.08080385
-95.60638369,-69.92882148
-15.14086903,-26.03783407
6.10908729,-13.98174934
-34.69790554,-37.92655718
-64.73579327,-52.95216874
47.42776849,7.860638991
-12.63295073,-25.26674078
-16.47046263,-27.90829304
-13.67283117,-25.31812348
78.81621408,25.38597325
64.3340968,17.43080626
-17.36187188,-28.15967739
-13.20833488,-24.89028421
45.97861917,7.095208848
99.11960052,38.14845242
-71.22258048,-58.03116073
-0.297866984,-17.56757736
-47.00522838,-43.34460391
-63.31123292,-52.84164798
-12.1949644,-24.26297166
-92.45611694,-68.26121851
6.727941052,-14.27692744
-7.940856957,-22.87082194
-50.16011948,-44.83497583
91.91071155,33.29191606
3.135914864,-16.48976753
-19.19490738,-28.01012503
32.33407978,0.153903749
85.60774959,30.00768239
-37.56467913,-38.04333252
-71.85444052,-57.46484626
-32.81155445,-35.26445533
79.51453824,26.54223338
26.72882397,-2.221310917
-9.322921367,-23.71681941
37.70989054,3.383160952
77.25676841,24.90685963
84.55584104,29.20284568
-96.97844403,-71.25938989
-26.2935437,-32.4761919
-6.781164739,-20.61743164
69.77168159,21.212681
90.27973591,32.56493255
-69.20047882,-55.79682803
-26.88600554,-32.59927421
-72.90945627,-57.73140624
-40.36328931,-40.12988936
-11.32254679,-23.84349018
-86.43084495,-66.78543994
84.21247685,29.79416533
-68.17190129,-54.94028546
65.95604717,19.22605426
74.4511801,22.77755478
-20.61479632,-29.50805721
-86.83727224,-65.45447784
-31.91115941,-36.50468607
-57.94288022,-49.14549848
48.65837388,8.747526509
-90.26156712,-67.16444607
-29.16705121,-34.8803642
16.95211406,-8.832566834
-98.86119832,-73.56276736
82.05409653,26.8284404
61.20891084,16.85561382
-87.61376942,-66.94711111
44.78894232,7.232298245
51.2510327,11.41931224
93.84328076,35.30976584
42.06475266,5.296327769
-0.443615994,-17.52223686
60.43915313,16.53597591
-90.60419526,-67.18065467
-82.5922915,-63.55006715
-70.17504723,-57.24487337
-70.86084904,-57.71010019
65.22337505,18.55960929
-40.36471198,-40.77849152
-95.18727292,-71.41247794
40.79379871,4.244188472
-97.32534438,-71.96879043
78.54600411,26.7724154
-41.51686967,-41.14982614
-78.62696181,-61.66194635
-52.40952235,-47.36819818
50.93440524,10.65625124
44.938645,7.765948128
-52.24573948,-47.13118191
-61.1831971,-52.1206037
-46.72759868,-42.90071867
-57.645527,-49.48189227
-26.95542675,-33.15816511
-62.15325179,-52.14457325
-86.34792731,-65.27485317
89.56681951,32.18702487
56.39362907,13.74775335
-89.58564547,-66.87163157
-22.37472548,-29.46292439
54.88963295,13.44261078
-94.74037216,-70.97977874
4.727117759,-14.25240322
-52.5820026,-47.12155487
-10.16729045,-22.48477553
10.2629712,-12.60213917
-3.712472594,-19.41937763
99.75709008,38.47597694
53.12762391,10.78467303
31.36918589,-1.318728511
-74.97568494,-59.98998429
63.86899056,18.32740588
39.3840978,5.08224173
-7.597643103,-21.25914167
-82.26345185,-63.1004497
-96.14133982,-71.4984336
-89.2851755,-67.78993426
43.53684888,6.735948942
-68.14990999,-55.98738478
15.67189784,-8.320863467
